ticker,close,bias_norm,bias_label,b_score,r_score,volume,bull_ema,bull_vwap,bull_rsi,bull_macd,bull_adx,bull_obv,bull_stoch,bull_candle,bull_vol
TCI,11.1,55.6,MẠNH,5,4,163600.0,True,False,True,True,True,True,False,False,False
TCT,19.25,55.6,MẠNH,5,4,3400.0,False,True,False,True,False,False,True,True,True
TDW,49.0,55.6,MẠNH,4,3,600.0,True,False,True,False,False,False,True,False,True
THB,9.7,55.6,MẠNH,3,2,600.0,True,False,True,True,False,False,False,False,False
THM,8.2,55.6,MẠNH,3,2,100.0,True,False,False,False,True,False,True,False,False
TKA,3.0,55.6,MẠNH,2,1,0.0,True,False,False,False,True,False,False,False,False
TMX,8.5,55.6,MẠNH,4,3,5400.0,False,False,False,False,True,True,True,False,True
TPS,51.0,55.6,MẠNH,5,4,400.0,True,False,True,False,True,False,True,False,True
TQW,7.6,55.6,MẠNH,1,0,0.0,False,True,False,False,False,False,False,False,False
TSB,19.9,55.6,MẠNH,4,3,1200.0,False,False,False,True,True,True,True,False,False
TTT,33.2,55.6,MẠNH,5,4,200.0,False,True,False,True,True,False,True,True,False
UIC,65.0,55.6,MẠNH,5,4,4900.0,True,False,True,False,True,True,False,False,True
VCM,8.0,55.6,MẠNH,5,4,200.0,False,True,False,True,True,True,False,True,False
VGC,44.3,55.6,MẠNH,4,3,879800.0,False,True,False,False,False,True,True,False,True
VHD,3.6,55.6,MẠNH,6,5,12700.0,False,True,False,True,True,True,False,True,True
VLC,13.4,55.6,MẠNH,5,4,88300.0,False,True,False,True,False,True,False,True,True
VNA,20.2,55.6,MẠNH,6,5,84300.0,True,False,True,True,True,True,False,False,True
VNB,14.6,55.6,MẠNH,5,4,2800.0,False,True,False,True,True,False,True,True,False
VPB,27.95,55.6,MẠNH,5,4,15747600.0,True,False,True,True,False,True,False,False,True
VRC,12.8,55.6,MẠNH,5,4,1600.0,False,True,False,True,True,True,False,True,False
VRE,35.9,55.6,MẠNH,4,3,8119600.0,True,False,True,False,True,True,False,False,False
VSN,14.2,55.6,MẠNH,4,3,300.0,False,True,False,True,True,True,False,False,False
VTZ,20.9,55.6,MẠNH,4,3,754100.0,True,False,True,True,False,True,False,False,False
WSS,6.3,55.6,MẠNH,3,2,2600.0,True,True,False,False,False,False,False,True,False
XPH,15.5,55.6,MẠNH,4,3,4500.0,True,True,True,False,False,False,False,False,True
AAA,7.19,50.0,TRUNG TÍNH,3,3,855100.0,True,False,True,False,False,True,False,False,False
ADC,18.4,50.0,TRUNG TÍNH,2,2,100.0,False,False,False,True,False,True,False,False,False
AIC,9.6,50.0,TRUNG TÍNH,3,3,3800.0,False,False,False,True,False,True,False,False,True
ASG,17.1,50.0,TRUNG TÍNH,4,4,3000.0,True,False,True,False,True,False,False,False,True
ASM,6.06,50.0,TRUNG TÍNH,4,4,334700.0,True,False,True,False,True,True,False,False,False
BAB,11.2,50.0,TRUNG TÍNH,4,4,500.0,False,True,False,False,True,True,True,False,False
BBM,8.5,50.0,TRUNG TÍNH,2,2,100.0,True,False,False,False,False,False,True,False,False
BDW,26.3,50.0,TRUNG TÍNH,2,2,300.0,False,False,False,True,False,True,False,False,False
BLI,9.0,50.0,TRUNG TÍNH,4,4,1400.0,False,True,False,False,True,False,True,True,False
BSH,17.0,50.0,TRUNG TÍNH,3,3,700.0,False,False,False,False,True,True,True,False,False
BSP,11.0,50.0,TRUNG TÍNH,2,2,100.0,True,False,False,False,False,False,True,False,False
BTT,40.8,50.0,TRUNG TÍNH,3,3,100.0,True,False,True,False,True,False,False,False,False
CBI,13.9,50.0,TRUNG TÍNH,4,4,9000.0,False,False,False,False,True,True,True,False,True
CCC,8.11,50.0,TRUNG TÍNH,4,4,15000.0,True,False,True,False,True,True,False,False,False
CDR,4.6,50.0,TRUNG TÍNH,3,3,1700.0,True,False,False,True,False,True,False,False,False
CLC,54.3,50.0,TRUNG TÍNH,3,3,1100.0,False,True,False,False,False,False,True,True,False
CST,13.7,50.0,TRUNG TÍNH,4,4,10300.0,False,True,False,False,True,False,True,True,False
CTT,16.9,50.0,TRUNG TÍNH,2,2,200.0,False,False,False,True,False,True,False,False,False
CTW,25.0,50.0,TRUNG TÍNH,2,2,200.0,False,False,False,False,False,True,True,False,False
DBD,49.85,50.0,TRUNG TÍNH,4,4,16300.0,False,True,False,True,True,True,False,False,False
DBM,28.9,50.0,TRUNG TÍNH,2,2,100.0,False,True,False,False,False,False,True,False,False
DCL,38.1,50.0,TRUNG TÍNH,4,4,740700.0,False,True,False,True,True,True,False,False,False
DIC,1.0,50.0,TRUNG TÍNH,4,4,143200.0,False,True,False,False,True,True,False,True,False
DMC,57.5,50.0,TRUNG TÍNH,3,3,300.0,False,False,False,False,True,True,True,False,False
DPG,43.0,50.0,TRUNG TÍNH,4,4,1461200.0,True,True,False,False,False,False,False,True,True
DPR,41.6,50.0,TRUNG TÍNH,4,4,419200.0,True,False,True,False,True,True,False,False,False
DTK,11.5,50.0,TRUNG TÍNH,4,4,2600.0,True,False,True,False,True,True,False,False,False
DXP,15.1,50.0,TRUNG TÍNH,4,4,355600.0,True,False,True,False,True,True,False,False,False
FDC,20.1,50.0,TRUNG TÍNH,4,4,5200.0,True,False,True,False,True,True,False,False,False
FHS,35.0,50.0,TRUNG TÍNH,3,3,100.0,True,False,False,False,True,False,True,False,False
FIT,4.25,50.0,TRUNG TÍNH,3,3,707400.0,False,False,False,True,False,True,False,False,True
FOX,79.3,50.0,TRUNG TÍNH,3,3,190200.0,False,True,False,False,False,False,True,True,False
GCF,19.3,50.0,TRUNG TÍNH,3,3,22900.0,False,True,False,False,False,False,True,True,False
GPC,2.0,50.0,TRUNG TÍNH,3,3,10100.0,False,False,False,False,True,True,True,False,False
GVT,88.0,50.0,TRUNG TÍNH,3,3,200.0,True,False,False,False,False,True,True,False,False
HAP,6.98,50.0,TRUNG TÍNH,5,5,33200.0,False,True,False,False,True,False,True,True,True
HDW,17.0,50.0,TRUNG TÍNH,3,3,1800.0,True,False,True,False,False,False,False,False,True
HII,6.49,50.0,TRUNG TÍNH,5,5,455800.0,True,False,True,False,True,True,False,False,True
HNG,7.3,50.0,TRUNG TÍNH,4,4,4273000.0,True,False,True,False,True,True,False,False,False
HNI,30.1,50.0,TRUNG TÍNH,3,3,100.0,True,False,True,True,False,False,False,False,False
HSG,12.45,50.0,TRUNG TÍNH,3,3,2752600.0,True,False,True,False,False,True,False,False,False
HTT,1.6,50.0,TRUNG TÍNH,4,4,900.0,False,True,False,True,True,False,False,True,False
HUB,13.75,50.0,TRUNG TÍNH,4,4,46900.0,True,True,False,False,True,False,False,False,True
HVH,11.55,50.0,TRUNG TÍNH,4,4,183900.0,False,True,False,False,False,True,True,False,True
KLB,14.5,50.0,TRUNG TÍNH,3,3,322100.0,True,False,True,False,True,False,False,False,False
KTS,21.8,50.0,TRUNG TÍNH,4,4,200.0,False,True,False,False,True,False,True,True,False
LLM,20.8,50.0,TRUNG TÍNH,4,4,12500.0,True,False,True,False,False,True,False,False,True
LMH,1.3,50.0,TRUNG TÍNH,3,3,39200.0,True,False,True,False,False,True,False,False,False
LMI,9.8,50.0,TRUNG TÍNH,3,3,100.0,False,False,False,False,True,True,True,False,False
MAC,14.1,50.0,TRUNG TÍNH,4,4,5100.0,True,False,True,False,True,True,False,False,False
MAS,35.0,50.0,TRUNG TÍNH,2,2,200.0,False,False,False,False,False,True,True,False,False
MBT,10.0,50.0,TRUNG TÍNH,2,2,100.0,False,False,False,True,False,False,True,False,False
MGC,12.2,50.0,TRUNG TÍNH,3,3,600.0,False,True,False,False,False,False,True,True,False
MVC,14.0,50.0,TRUNG TÍNH,3,3,12700.0,False,True,False,True,False,False,True,False,False
MWG,84.6,50.0,TRUNG TÍNH,3,3,4605300.0,True,False,True,False,False,True,False,False,False
NBT,15.0,50.0,TRUNG TÍNH,3,3,200.0,False,False,False,False,True,True,True,False,False
NCG,10.7,50.0,TRUNG TÍNH,4,4,83100.0,False,True,False,False,True,True,False,False,True
NFC,59.0,50.0,TRUNG TÍNH,2,2,200.0,True,False,False,False,False,True,False,False,False
NHC,20.5,50.0,TRUNG TÍNH,2,2,500.0,False,False,False,False,False,True,True,False,False
NOS,0.9,50.0,TRUNG TÍNH,4,4,800.0,False,True,False,False,True,False,True,True,False
NTT,9.5,50.0,TRUNG TÍNH,2,2,200.0,True,False,True,False,False,False,False,False,False
NUE,10.3,50.0,TRUNG TÍNH,3,3,100.0,False,False,False,False,True,True,True,False,False
NVB,10.8,50.0,TRUNG TÍNH,3,3,107500.0,False,True,False,True,False,False,True,False,False
NWT,6.3,50.0,TRUNG TÍNH,0,0,0.0,False,False,False,False,False,False,False,False,False
OCB,11.25,50.0,TRUNG TÍNH,3,3,3697200.0,False,False,False,False,False,True,True,False,True
OPC,23.5,50.0,TRUNG TÍNH,4,4,800.0,True,False,True,False,True,True,False,False,False
PAP,26.1,50.0,TRUNG TÍNH,2,2,100.0,False,False,False,False,False,True,True,False,False
PHR,63.9,50.0,TRUNG TÍNH,3,3,217600.0,True,False,True,False,False,True,False,False,False
PMB,11.5,50.0,TRUNG TÍNH,3,3,2900.0,True,False,True,False,False,True,False,False,False
POW,14.0,50.0,TRUNG TÍNH,4,4,22764900.0,True,False,True,False,False,True,False,False,True
PRO,11.9,50.0,TRUNG TÍNH,3,3,500.0,True,False,False,False,True,True,False,False,False
PSC,11.2,50.0,TRUNG TÍNH,2,2,0.0,True,True,False,False,False,False,False,False,False
PTP,11.5,50.0,TRUNG TÍNH,3,3,5000.0,True,False,True,False,False,False,False,False,True
SCJ,2.9,50.0,TRUNG TÍNH,4,4,700.0,False,True,False,True,True,False,False,True,False
SCL,22.0,50.0,TRUNG TÍNH,4,4,38100.0,True,False,True,False,True,True,False,False,False
SDD,1.3,50.0,TRUNG TÍNH,3,3,57300.0,True,False,False,False,False,False,True,False,True
SDK,15.5,50.0,TRUNG TÍNH,2,2,100.0,False,False,False,False,False,True,True,False,False
SHN,3.7,50.0,TRUNG TÍNH,4,4,9100.0,False,True,False,False,True,False,True,True,False
SHS,17.4,50.0,TRUNG TÍNH,2,2,9142500.0,False,True,False,False,False,True,False,False,False
SJG,21.0,50.0,TRUNG TÍNH,2,2,200.0,True,False,False,False,False,True,False,False,False
SMT,9.8,50.0,TRUNG TÍNH,4,4,6500.0,True,True,False,False,True,False,False,True,False
SPC,11.3,50.0,TRUNG TÍNH,3,3,400.0,True,False,True,False,True,False,False,False,False
STG,35.6,50.0,TRUNG TÍNH,3,3,400.0,True,False,True,False,False,True,False,False,False
STW,30.0,50.0,TRUNG TÍNH,3,3,100.0,False,False,False,False,True,True,True,False,False
SZL,53.7,50.0,TRUNG TÍNH,4,4,7400.0,True,False,True,False,True,True,False,False,False
TAL,43.5,50.0,TRUNG TÍNH,4,4,222100.0,False,True,False,False,False,False,True,True,True
TAR,3.4,50.0,TRUNG TÍNH,4,4,108000.0,False,True,False,False,True,False,True,True,False
TBC,33.45,50.0,TRUNG TÍNH,3,3,1700.0,False,True,False,False,False,False,True,True,False
TDF,9.0,50.0,TRUNG TÍNH,3,3,2000.0,True,False,True,False,False,False,False,False,True
TGP,5.7,50.0,TRUNG TÍNH,3,3,700.0,False,True,False,False,False,False,True,True,False
THP,9.0,50.0,TRUNG TÍNH,3,3,100.0,False,False,False,False,True,True,True,False,False
TLG,50.7,50.0,TRUNG TÍNH,4,4,111300.0,True,False,True,False,True,True,False,False,False
TMP,49.6,50.0,TRUNG TÍNH,4,4,600.0,False,True,False,False,True,False,True,True,False
TNC,31.0,50.0,TRUNG TÍNH,2,2,100.0,True,False,True,False,False,False,False,False,False
TTC,9.0,50.0,TRUNG TÍNH,3,3,200.0,True,False,False,False,True,False,True,False,False
USD,17.0,50.0,TRUNG TÍNH,3,3,1400.0,True,False,True,False,True,False,False,False,False
VAV,33.5,50.0,TRUNG TÍNH,2,2,100.0,False,False,False,False,False,True,True,False,False
VDP,53.0,50.0,TRUNG TÍNH,3,3,100.0,False,False,False,False,True,True,True,False,False
VEC,23.9,50.0,TRUNG TÍNH,4,4,100.0,False,True,False,True,True,False,True,False,False
VIE,6.5,50.0,TRUNG TÍNH,3,3,200.0,False,False,False,False,True,True,True,False,False
VLP,0.9,50.0,TRUNG TÍNH,0,0,0.0,False,False,False,False,False,False,False,False,False
VNG,6.78,50.0,TRUNG TÍNH,4,4,200.0,False,True,False,False,True,False,True,True,False
VPH,4.1,50.0,TRUNG TÍNH,4,4,99700.0,True,False,True,False,True,True,False,False,False
VPW,9.5,50.0,TRUNG TÍNH,0,0,0.0,False,False,False,False,False,False,False,False,False
VTJ,3.6,50.0,TRUNG TÍNH,2,2,500.0,False,False,False,False,False,True,True,False,False
WSB,53.4,50.0,TRUNG TÍNH,3,3,100.0,True,False,False,False,True,False,True,False,False
XLV,15.0,50.0,TRUNG TÍNH,4,4,2000.0,True,False,True,False,False,True,False,False,True
XMC,9.0,50.0,TRUNG TÍNH,2,2,2500.0,False,False,False,False,False,True,False,False,True
AAH,3.1,44.4,YẾU,2,3,107100.0,False,True,False,False,False,False,True,False,False
AAV,6.9,44.4,YẾU,3,4,339600.0,False,True,False,False,True,False,True,False,False
ABC,10.7,44.4,YẾU,3,4,15800.0,False,True,False,False,False,False,True,False,True
AGP,37.7,44.4,YẾU,2,3,1000.0,False,True,False,False,False,False,False,True,False
AGX,270.0,44.4,YẾU,5,6,2500.0,True,False,True,False,True,True,False,False,True
AIG,44.8,44.4,YẾU,4,5,18100.0,True,False,False,False,True,False,True,False,True
AVC,46.0,44.4,YẾU,1,2,100.0,False,False,False,False,False,True,False,False,False
BAL,7.1,44.4,YẾU,2,3,100.0,False,True,False,False,False,False,True,False,False
BHA,22.9,44.4,YẾU,2,3,600.0,False,True,False,True,False,False,False,False,False
BHN,29.15,44.4,YẾU,4,5,1400.0,False,True,False,False,True,False,True,True,False
BLT,22.1,44.4,YẾU,2,3,100.0,False,False,False,True,False,False,True,False,False
BMS,15.3,44.4,YẾU,4,5,161500.0,True,False,True,False,True,True,False,False,False
BNW,15.8,44.4,YẾU,3,4,500.0,False,False,False,False,False,True,True,False,True
BSA,20.0,44.4,YẾU,2,3,1800.0,False,False,False,True,False,False,True,False,False
BSL,12.6,44.4,YẾU,3,4,1500.0,True,False,True,False,True,False,False,False,False
BTP,8.39,44.4,YẾU,2,3,21800.0,False,False,False,False,False,True,True,False,False
BVN,15.7,44.4,YẾU,3,4,200.0,True,False,False,False,False,True,True,False,False
BVS,26.4,44.4,YẾU,4,5,100200.0,False,True,False,True,True,False,False,True,False
CIP,2.1,44.4,YẾU,2,3,100.0,False,False,False,False,False,True,True,False,False
CLL,29.9,44.4,YẾU,3,4,7000.0,True,False,False,False,False,False,True,False,True
CMC,9.0,44.4,YẾU,2,3,2400.0,False,False,False,False,False,True,False,False,True
CNT,6.1,44.4,YẾU,5,6,12500.0,False,True,False,False,True,False,True,True,True
CSC,14.5,44.4,YẾU,3,4,11300.0,False,True,False,False,True,False,True,False,False
CSM,11.85,44.4,YẾU,4,5,221800.0,False,True,False,False,False,False,True,True,True
CTI,21.7,44.4,YẾU,3,4,372500.0,False,False,False,False,True,True,True,False,False
DCT,0.6,44.4,YẾU,3,4,54500.0,False,True,False,False,True,False,False,True,False
DDG,0.7,44.4,YẾU,4,5,1829000.0,False,True,False,False,True,False,True,False,True
DIG,14.45,44.4,YẾU,2,3,8140500.0,True,False,True,False,False,False,False,False,False
DNW,31.5,44.4,YẾU,4,5,400.0,False,False,False,False,True,True,True,False,True
DVN,20.6,44.4,YẾU,3,4,38200.0,False,False,False,True,False,False,True,False,True
DXS,7.62,44.4,YẾU,3,4,3491100.0,True,False,True,False,False,False,False,False,True
FID,1.9,44.4,YẾU,2,3,36400.0,False,True,False,False,False,False,True,False,False
GKM,1.6,44.4,YẾU,5,6,641600.0,False,True,False,True,True,False,False,True,True
GMX,16.3,44.4,YẾU,1,2,600.0,True,False,False,False,False,False,False,False,False
GTS,11.1,44.4,YẾU,1,2,600.0,True,False,False,False,False,False,False,False,False
HAH,56.5,44.4,YẾU,2,3,525400.0,True,False,True,False,False,False,False,False,False
HAX,10.35,44.4,YẾU,3,4,190800.0,False,True,False,True,False,False,False,True,False
HCD,7.95,44.4,YẾU,3,4,5000.0,True,True,False,False,True,False,False,False,False
HDA,7.0,44.4,YẾU,4,5,30800.0,True,False,True,True,True,False,False,False,False
HHN,0.2,44.4,YẾU,0,1,0.0,False,False,False,False,False,False,False,False,False
HMC,11.4,44.4,YẾU,3,4,1700.0,False,True,False,False,False,False,True,True,False
HMR,9.7,44.4,YẾU,3,4,300.0,False,False,False,True,True,False,True,False,False
HNA,21.7,44.4,YẾU,2,3,1000.0,False,False,False,False,True,True,False,False,False
HND,10.7,44.4,YẾU,3,4,2300.0,False,True,False,False,True,False,True,False,False
HNF,25.0,44.4,YẾU,2,3,200.0,False,False,False,False,False,True,True,False,False
HRB,40.0,44.4,YẾU,2,3,0.0,False,False,False,False,True,True,False,False,False
HSM,6.5,44.4,YẾU,1,2,400.0,False,False,False,False,False,True,False,False,False
HTE,3.3,44.4,YẾU,3,4,23100.0,False,True,False,True,False,False,False,False,True
HTM,9.5,44.4,YẾU,2,3,500.0,False,False,False,False,False,True,True,False,False
IDC,45.9,44.4,YẾU,2,3,962500.0,False,True,False,False,False,False,True,False,False
KSV,154.3,44.4,YẾU,2,3,19900.0,False,False,False,False,False,True,True,False,False
MBB,26.15,44.4,YẾU,3,4,22204000.0,False,False,False,False,False,True,True,False,True
MCG,2.5,44.4,YẾU,3,4,40300.0,True,False,True,False,False,True,False,False,False
MCO,5.2,44.4,YẾU,2,3,200.0,False,False,False,False,False,True,True,False,False
MDG,36.3,44.4,YẾU,4,5,2100.0,False,True,False,True,True,False,False,True,False
MHC,9.53,44.4,YẾU,3,4,17000.0,False,False,False,False,True,True,True,False,False
MLS,20.4,44.4,YẾU,3,4,200.0,False,True,False,False,True,False,False,True,False
MTV,14.1,44.4,YẾU,2,3,200.0,False,False,False,False,True,True,False,False,False
NED,6.9,44.4,YẾU,2,3,17700.0,False,False,False,True,False,True,False,False,False
NNC,44.85,44.4,YẾU,4,5,37500.0,False,True,False,True,True,False,False,True,False
OGC,3.01,44.4,YẾU,2,3,253100.0,True,False,False,False,False,True,False,False,False
PBT,14.8,44.4,YẾU,2,3,100.0,False,False,False,True,False,False,True,False,False
PDN,106.1,44.4,YẾU,2,3,1900.0,False,False,False,False,False,True,True,False,False
PEG,4.2,44.4,YẾU,1,2,100.0,False,False,False,False,False,True,False,False,False
PIS,12.0,44.4,YẾU,2,3,100.0,False,False,False,False,True,False,True,False,False
PNG,29.0,44.4,YẾU,3,4,200.0,True,False,True,False,True,False,False,False,False
POT,21.0,44.4,YẾU,1,2,100.0,False,False,False,False,False,False,True,False,False
PSD,17.9,44.4,YẾU,3,4,31300.0,True,False,True,False,False,True,False,False,False
PSE,11.1,44.4,YẾU,3,4,600.0,True,False,True,False,False,True,False,False,False
PTC,7.0,44.4,YẾU,2,3,1800.0,False,True,False,False,False,True,False,False,False
PTL,2.66,44.4,YẾU,3,4,43900.0,False,True,False,False,False,False,True,True,False
PTM,12.2,44.4,YẾU,2,3,100.0,False,True,False,False,False,False,True,False,False
PVI,79.0,44.4,YẾU,4,5,232500.0,False,False,False,True,True,True,False,False,True
PVY,2.1,44.4,YẾU,4,5,24900.0,False,True,False,False,True,True,False,True,False
SGI,10.5,44.4,YẾU,2,3,100.0,False,False,False,False,True,False,True,False,False
SHE,6.5,44.4,YẾU,3,4,400.0,False,False,False,False,True,True,True,False,False
SJE,14.4,44.4,YẾU,3,4,28900.0,False,True,False,False,True,False,True,False,False
SKV,26.2,44.4,YẾU,2,3,100.0,True,False,False,False,True,False,False,False,False
SLS,152.2,44.4,YẾU,3,4,4700.0,False,True,False,False,True,False,True,False,False
SPM,9.04,44.4,YẾU,4,5,2000.0,False,False,False,True,False,True,True,False,True
SRB,1.7,44.4,YẾU,2,3,3200.0,False,False,False,False,True,False,True,False,False
SSM,5.1,44.4,YẾU,2,3,500.0,False,False,False,False,False,True,True,False,False
TBD,118.0,44.4,YẾU,3,4,100.0,False,False,False,True,True,False,True,False,False
TBR,7.2,44.4,YẾU,1,2,100.0,False,False,False,False,False,False,True,False,False
TCD,1.89,44.4,YẾU,5,6,2783800.0,False,True,False,False,True,False,True,True,True
TCM,22.9,44.4,YẾU,2,3,477200.0,False,True,False,False,False,False,True,False,False
TDS,8.2,44.4,YẾU,2,3,500.0,False,False,False,False,False,True,True,False,False
THS,9.1,44.4,YẾU,3,4,1.0,False,False,False,False,True,True,True,False,False
TKU,12.8,44.4,YẾU,4,5,4000.0,False,True,False,True,True,False,False,False,True
TNB,9.0,44.4,YẾU,1,2,200.0,True,False,False,False,False,False,False,False,False
USC,10.3,44.4,YẾU,3,4,3000.0,False,False,False,False,True,True,True,False,False
VCK,34.7,44.4,YẾU,2,3,2320800.0,False,True,False,False,False,False,False,True,False
VGR,71.0,44.4,YẾU,3,4,2600.0,False,True,False,False,True,False,False,True,False
VHC,60.5,44.4,YẾU,3,4,1348400.0,True,False,False,False,False,False,True,False,True
VHG,1.6,44.4,YẾU,3,4,84100.0,False,True,False,False,True,True,False,False,False
VJC,176.2,44.4,YẾU,4,5,1363900.0,True,False,True,False,True,True,False,False,False
VMC,4.3,44.4,YẾU,4,5,600.0,False,True,False,False,True,False,True,True,False
VMK,29.0,44.4,YẾU,4,5,100.0,True,False,False,False,True,False,True,False,True
VNF,14.9,44.4,YẾU,3,4,6300.0,False,True,False,False,False,True,False,False,True
VNS,8.0,44.4,YẾU,3,4,1200.0,False,True,False,False,True,True,False,False,False
VSC,22.1,44.4,YẾU,3,4,6242700.0,False,False,False,False,False,True,True,False,True
VTO,11.95,44.4,YẾU,2,3,170800.0,True,False,True,False,False,False,False,False,False
VTR,10.5,44.4,YẾU,4,5,29000.0,False,True,False,False,True,False,True,False,True
YBC,6.1,44.4,YẾU,4,5,300.0,False,True,False,False,True,False,True,True,False
ACM,0.6,38.9,YẾU,2,4,297500.0,False,True,False,False,False,True,False,False,False
AFX,10.6,38.9,YẾU,1,3,46200.0,False,False,False,False,False,False,True,False,False
AMC,12.4,38.9,YẾU,2,4,200.0,False,False,False,False,True,False,True,False,False
AME,7.2,38.9,YẾU,2,4,200.0,False,False,False,True,True,False,False,False,False
AMP,13.0,38.9,YẾU,1,3,200.0,False,False,False,False,False,False,True,False,False
BAX,33.3,38.9,YẾU,2,4,700.0,False,False,False,False,False,False,True,False,True
BCE,10.85,38.9,YẾU,4,6,451700.0,False,True,False,False,True,False,False,True,True
BKC,21.2,38.9,YẾU,1,3,18600.0,False,False,False,False,False,False,True,False,False
BKG,2.51,38.9,YẾU,1,3,18800.0,False,False,False,False,False,True,False,False,False
BMV,4.0,38.9,YẾU,2,4,100.0,False,False,False,False,True,False,True,False,False
BTB,4.3,38.9,YẾU,1,3,100.0,False,False,False,False,False,True,False,False,False
BWE,43.5,38.9,YẾU,3,5,323800.0,True,False,True,False,False,False,False,False,True
CAD,0.5,38.9,YẾU,2,4,800.0,False,False,False,False,True,False,True,False,False
CAR,15.0,38.9,YẾU,3,5,69800.0,False,False,False,False,True,True,False,False,True
CCA,15.2,38.9,YẾU,1,3,200.0,False,True,False,False,False,False,False,False,False
CCI,19.0,38.9,YẾU,1,3,300.0,False,False,False,False,False,False,True,False,False
CCM,34.2,38.9,YẾU,2,4,0.0,False,False,False,True,True,False,False,False,False
CCT,8.9,38.9,YẾU,2,4,100.0,False,False,False,False,True,False,True,False,False
CMD,18.8,38.9,YẾU,3,5,300.0,False,False,False,True,True,True,False,False,False
CNC,31.0,38.9,YẾU,2,4,500.0,False,True,False,False,False,False,False,True,False
CNN,52.5,38.9,YẾU,1,3,300.0,False,False,False,False,False,True,False,False,False
CQN,31.1,38.9,YẾU,2,4,13400.0,False,True,False,False,False,False,False,True,False
CTB,16.1,38.9,YẾU,1,3,100.0,False,False,False,False,False,False,True,False,False
DCF,32.8,38.9,YẾU,1,3,100.0,False,False,False,False,False,False,True,False,False
DDB,9.2,38.9,YẾU,2,4,800.0,False,False,False,False,True,False,True,False,False
DDN,7.4,38.9,YẾU,2,4,500.0,False,True,False,False,True,False,False,False,False
DFF,0.5,38.9,YẾU,3,5,922300.0,False,True,False,False,True,False,False,True,False
DGT,4.2,38.9,YẾU,3,5,1000400.0,True,False,False,False,True,False,False,False,True
DHA,45.8,38.9,YẾU,3,5,14400.0,False,True,False,True,True,False,False,False,False
DNA,24.2,38.9,YẾU,1,3,200.0,False,False,False,False,False,False,True,False,False
DNC,51.0,38.9,YẾU,3,5,400.0,False,True,False,False,True,False,True,False,False
DNH,46.0,38.9,YẾU,2,4,100.0,False,False,False,False,True,False,True,False,False
DOC,7.3,38.9,YẾU,2,4,100.0,False,False,False,False,True,True,False,False,False
DVT,11.1,38.9,YẾU,2,4,2000.0,True,False,False,False,False,False,False,False,True
ELC,17.0,38.9,YẾU,3,5,361700.0,False,True,False,False,False,False,True,False,True
EVE,10.1,38.9,YẾU,2,4,22600.0,False,True,False,False,False,False,False,False,True
EVS,4.6,38.9,YẾU,2,4,190800.0,False,True,False,False,False,False,False,False,True
GDW,35.0,38.9,YẾU,1,3,100.0,False,False,False,False,False,True,False,False,False
GSP,11.15,38.9,YẾU,1,3,34700.0,False,False,False,False,False,True,False,False,False
HAD,14.0,38.9,YẾU,1,3,100.0,False,False,False,False,False,True,False,False,False
HEV,7.0,38.9,YẾU,2,4,500.0,False,False,False,False,True,False,True,False,False
HHG,0.9,38.9,YẾU,3,5,69600.0,False,True,False,True,True,False,False,False,False
HHV,12.35,38.9,YẾU,2,4,12143900.0,True,False,False,False,False,False,False,False,True
HPB,20.8,38.9,YẾU,1,3,100.0,False,False,False,False,False,False,True,False,False
HTP,1.1,38.9,YẾU,3,5,149700.0,False,True,False,False,True,False,True,False,False
IMP,48.1,38.9,YẾU,2,4,3900.0,False,False,False,False,True,False,True,False,False
ITD,16.1,38.9,YẾU,2,4,800.0,False,True,False,False,False,False,True,False,False
KDH,24.25,38.9,YẾU,2,4,5359000.0,False,False,False,False,False,False,True,False,True
KSD,4.1,38.9,YẾU,1,3,600.0,False,False,False,False,False,False,True,False,False
KSQ,1.2,38.9,YẾU,3,5,203700.0,False,True,False,False,True,False,True,False,False
KTL,21.1,38.9,YẾU,4,6,4500.0,False,True,False,False,True,False,False,True,True
LAF,16.9,38.9,YẾU,1,3,2800.0,False,False,False,False,False,True,False,False,False
LBE,30.2,38.9,YẾU,3,5,12700.0,False,True,False,False,True,False,True,False,False
LNC,4.0,38.9,YẾU,2,4,0.0,False,False,False,False,True,False,True,False,False
MKV,17.7,38.9,YẾU,2,4,700.0,False,False,False,False,True,False,True,False,False
MML,32.3,38.9,YẾU,3,5,47100.0,False,False,False,True,True,False,False,False,True
MSH,36.05,38.9,YẾU,3,5,246800.0,False,True,False,False,False,False,True,False,True
MSR,40.5,38.9,YẾU,3,5,1147400.0,False,True,False,False,True,False,False,True,False
MTA,13.0,38.9,YẾU,3,5,12100.0,False,True,False,False,False,False,False,True,True
NAV,15.9,38.9,YẾU,3,5,600.0,False,False,False,False,True,True,True,False,False
NDC,160.0,38.9,YẾU,2,4,100.0,False,False,False,False,True,False,True,False,False
NNT,59.0,38.9,YẾU,1,3,200.0,False,False,False,False,False,True,False,False,False
NRC,6.6,38.9,YẾU,3,5,933400.0,True,False,True,False,True,False,False,False,False
NTC,140.3,38.9,YẾU,4,6,9500.0,False,True,False,False,True,False,True,False,True
NXT,3.9,38.9,YẾU,2,4,400.0,False,False,False,False,False,True,True,False,False
ODE,45.5,38.9,YẾU,3,5,17100.0,True,False,False,False,False,False,True,False,True
