ticker,close,bias_norm,bias_label,b_score,r_score,volume,bull_ema,bull_vwap,bull_rsi,bull_macd,bull_adx,bull_obv,bull_stoch,bull_candle,bull_vol
PCT,10.3,38.9,YẾU,2,4,200.0,True,False,False,False,True,False,False,False,False
PDC,4.3,38.9,YẾU,1,3,300.0,False,False,False,False,False,False,True,False,False
PDR,16.35,38.9,YẾU,2,4,7123300.0,True,False,True,False,False,False,False,False,False
PGC,13.5,38.9,YẾU,1,3,32800.0,False,False,False,False,False,False,True,False,False
PGI,19.5,38.9,YẾU,3,5,1500.0,False,False,False,False,True,True,True,False,False
PHP,36.3,38.9,YẾU,3,5,40700.0,True,False,True,False,True,False,False,False,False
PJS,21.0,38.9,YẾU,2,4,300.0,False,False,False,False,True,False,True,False,False
PMP,12.2,38.9,YẾU,2,4,100.0,False,True,False,False,False,False,True,False,False
PPP,18.7,38.9,YẾU,3,5,200.0,True,False,False,False,True,True,False,False,False
PTX,20.5,38.9,YẾU,1,3,100.0,False,False,False,False,False,True,False,False,False
PVE,2.5,38.9,YẾU,3,5,26100.0,True,False,False,False,True,False,True,False,False
PVG,6.2,38.9,YẾU,2,4,61200.0,False,True,False,False,False,False,True,False,False
PVR,1.1,38.9,YẾU,2,4,11500.0,False,False,False,False,True,False,True,False,False
PXL,13.1,38.9,YẾU,4,6,59500.0,False,False,False,True,True,True,False,False,True
PXS,2.8,38.9,YẾU,3,5,68800.0,False,True,False,False,True,False,True,False,False
QBS,0.6,38.9,YẾU,3,5,167000.0,False,True,False,True,True,False,False,False,False
RIC,9.0,38.9,YẾU,3,5,600.0,False,True,False,False,True,False,False,True,False
RYG,10.4,38.9,YẾU,2,4,62200.0,False,True,False,False,False,False,True,False,False
SAB,46.25,38.9,YẾU,4,6,886100.0,True,False,True,False,True,False,False,False,True
SBG,12.0,38.9,YẾU,3,5,64000.0,True,False,True,False,True,False,False,False,False
SBH,41.5,38.9,YẾU,1,3,200.0,False,False,False,False,False,False,True,False,False
SBT,20.4,38.9,YẾU,3,5,358000.0,False,True,False,True,True,False,False,False,False
SDN,17.0,38.9,YẾU,2,4,100.0,False,False,False,False,True,False,True,False,False
SDP,0.7,38.9,YẾU,2,4,100.0,False,True,False,False,False,True,False,False,False
SDT,4.4,38.9,YẾU,1,3,3400.0,False,True,False,False,False,False,False,False,False
SDU,8.3,38.9,YẾU,1,3,100.0,False,False,False,False,False,False,True,False,False
SEA,47.0,38.9,YẾU,3,5,600.0,True,False,False,False,True,False,True,False,False
SEB,43.1,38.9,YẾU,4,6,2300.0,False,True,False,False,True,False,True,False,True
SFC,18.0,38.9,YẾU,1,3,200.0,False,False,False,False,False,False,True,False,False
SGD,19.7,38.9,YẾU,2,4,100.0,False,False,False,False,True,False,True,False,False
SGS,13.2,38.9,YẾU,3,5,4200.0,False,True,False,False,True,False,False,True,False
SHP,34.0,38.9,YẾU,4,6,6000.0,False,True,False,False,True,False,True,False,True
SIG,6.4,38.9,YẾU,1,3,100.0,True,False,False,False,False,False,False,False,False
SKH,24.0,38.9,YẾU,2,4,2800.0,False,False,False,True,False,False,False,False,True
SKN,8.9,38.9,YẾU,2,4,200.0,True,False,True,False,False,False,False,False,False
SNZ,30.0,38.9,YẾU,4,6,6400.0,False,True,False,False,True,False,True,False,True
SSH,67.9,38.9,YẾU,1,3,300.0,False,False,False,False,False,False,True,False,False
SVG,5.2,38.9,YẾU,1,3,100.0,False,False,False,False,False,True,False,False,False
TCW,31.9,38.9,YẾU,2,4,2600.0,True,False,True,False,False,False,False,False,False
TDC,11.0,38.9,YẾU,3,5,64000.0,False,True,False,True,True,False,False,False,False
TED,60.0,38.9,YẾU,1,3,200.0,False,False,False,False,False,False,True,False,False
TET,29.2,38.9,YẾU,2,4,100.0,False,False,False,False,True,False,True,False,False
TIG,6.5,38.9,YẾU,3,5,686300.0,False,False,False,False,True,False,True,False,True
TLP,6.8,38.9,YẾU,2,4,5000.0,False,False,False,False,False,False,True,False,True
TRS,35.5,38.9,YẾU,2,4,100.0,False,False,False,False,True,False,True,False,False
TSA,15.3,38.9,YẾU,2,4,101800.0,True,False,False,False,False,False,True,False,False
TSJ,31.5,38.9,YẾU,1,3,200.0,False,False,False,False,False,True,False,False,False
TTD,103.8,38.9,YẾU,2,4,100.0,False,False,False,False,True,True,False,False,False
UNI,7.5,38.9,YẾU,2,4,400.0,False,True,False,False,False,False,False,True,False
VAB,10.15,38.9,YẾU,2,4,262700.0,False,True,False,False,False,False,True,False,False
VCC,10.2,38.9,YẾU,2,4,9700.0,False,False,False,False,False,False,True,False,True
VCF,300.0,38.9,YẾU,3,5,500.0,False,False,False,False,True,False,True,False,True
VCP,24.0,38.9,YẾU,4,6,29600.0,False,False,False,True,True,True,False,False,True
VET,15.0,38.9,YẾU,1,3,1100.0,False,False,False,False,False,False,True,False,False
VFG,50.0,38.9,YẾU,4,6,19200.0,True,False,True,False,True,False,False,False,True
VFS,13.1,38.9,YẾU,3,5,520600.0,False,True,False,True,True,False,False,False,False
VHF,2.3,38.9,YẾU,2,4,100.0,False,False,False,False,True,False,True,False,False
VIF,15.7,38.9,YẾU,3,5,8800.0,False,True,False,False,True,False,False,False,True
VIW,31.8,38.9,YẾU,3,5,459500.0,False,False,False,False,False,True,True,False,True
VLB,46.1,38.9,YẾU,2,4,26800.0,False,True,False,False,False,False,False,False,True
VND,16.45,38.9,YẾU,3,5,11764600.0,True,False,False,True,False,False,False,False,True
VNH,1.1,38.9,YẾU,2,4,92000.0,True,False,False,False,True,False,False,False,False
VNI,6.3,38.9,YẾU,2,4,900.0,False,False,False,False,True,False,True,False,False
VPR,8.1,38.9,YẾU,1,3,100.0,False,False,False,True,False,False,False,False,False
VPS,8.86,38.9,YẾU,2,4,4600.0,True,False,True,False,False,False,False,False,False
VTP,66.0,38.9,YẾU,1,3,340100.0,False,True,False,False,False,False,False,False,False
YBM,10.1,38.9,YẾU,1,3,300.0,False,False,False,False,False,False,True,False,False
ABI,19.5,33.3,YẾU,2,5,16500.0,False,True,False,False,True,False,False,False,False
ACS,3.2,33.3,YẾU,1,4,100.0,False,False,False,False,False,True,False,False,False
AGR,14.65,33.3,YẾU,1,4,226200.0,False,False,False,True,False,False,False,False,False
APP,4.3,33.3,YẾU,3,6,11200.0,False,False,False,True,False,False,True,False,True
AVG,9.9,33.3,YẾU,1,4,20600.0,False,False,False,False,True,False,False,False,False
BCP,9.6,33.3,YẾU,2,5,3000.0,False,False,False,False,False,True,False,False,True
BGE,3.4,33.3,YẾU,1,4,292700.0,False,False,False,False,True,False,False,False,False
BLF,2.2,33.3,YẾU,3,6,85900.0,False,False,False,False,True,False,True,False,True
BLN,6.6,33.3,YẾU,3,6,300.0,False,False,False,False,True,False,True,False,True
BMD,6.0,33.3,YẾU,3,6,4700.0,False,False,False,False,True,False,True,False,True
BMF,7.5,33.3,YẾU,2,5,500.0,False,False,False,False,True,True,False,False,False
BPC,12.5,33.3,YẾU,2,5,800.0,False,False,False,False,True,False,True,False,False
BRS,25.7,33.3,YẾU,3,6,5800.0,False,False,False,False,True,True,False,False,True
BSG,17.5,33.3,YẾU,1,4,300.0,False,False,False,False,False,False,True,False,False
BSR,25.95,33.3,YẾU,1,4,10019900.0,False,False,False,True,False,False,False,False,False
CDN,29.5,33.3,YẾU,3,6,25000.0,False,False,False,False,True,False,True,False,True
CET,7.2,33.3,YẾU,1,4,11400.0,False,False,False,False,False,True,False,False,False
CHP,28.0,33.3,YẾU,3,6,3400.0,False,True,False,False,True,False,False,True,False
CMG,27.75,33.3,YẾU,3,6,136000.0,False,False,False,True,True,True,False,False,False
CMI,0.6,33.3,YẾU,0,3,14900.0,False,False,False,False,False,False,False,False,False
CMT,12.1,33.3,YẾU,3,6,1000.0,False,False,False,False,True,False,True,False,True
CMW,13.0,33.3,YẾU,3,6,1000.0,False,False,False,False,True,False,True,False,True
CQT,7.6,33.3,YẾU,3,6,6000.0,False,True,False,False,False,False,False,True,True
CRC,8.6,33.3,YẾU,1,4,438900.0,False,True,False,False,False,False,False,False,False
CTF,18.25,33.3,YẾU,2,5,309200.0,False,True,False,False,True,False,False,False,False
DCV,150.0,33.3,YẾU,1,4,300.0,True,False,False,False,False,False,False,False,False
DND,6.9,33.3,YẾU,1,4,600.0,False,False,False,False,False,False,True,False,False
DNM,8.8,33.3,YẾU,1,4,400.0,False,False,False,False,False,False,True,False,False
DTC,4.5,33.3,YẾU,3,6,1600.0,False,False,False,False,False,True,True,False,True
DTP,109.5,33.3,YẾU,2,5,100.0,False,False,False,False,True,True,False,False,False
EBS,10.5,33.3,YẾU,2,5,100.0,False,False,False,False,True,True,False,False,False
EIB,22.15,33.3,YẾU,1,4,10698700.0,False,False,False,False,False,True,False,False,False
FCS,4.1,33.3,YẾU,1,4,100.0,False,False,False,False,False,False,True,False,False
FRC,25.0,33.3,YẾU,0,3,300.0,False,False,False,False,False,False,False,False,False
GEL,32.5,33.3,YẾU,1,4,3243300.0,False,False,False,False,False,True,False,False,False
HAV,2.9,33.3,YẾU,1,4,100.0,False,False,False,True,False,False,False,False,False
HBD,19.0,33.3,YẾU,2,5,100.0,False,False,False,False,True,False,True,False,False
HDC,18.55,33.3,YẾU,1,4,1961500.0,True,False,False,False,False,False,False,False,False
HDM,35.6,33.3,YẾU,2,5,200.0,False,False,False,False,True,False,True,False,False
HHC,80.0,33.3,YẾU,3,6,5000.0,False,False,False,True,True,False,False,False,True
HHS,12.95,33.3,YẾU,1,4,1790200.0,True,False,False,False,False,False,False,False,False
HJC,6.7,33.3,YẾU,1,4,2800.0,False,False,False,False,False,True,False,False,False
HKB,0.5,33.3,YẾU,2,5,63200.0,False,False,False,False,True,True,False,False,False
HLC,11.8,33.3,YẾU,2,5,400.0,False,False,False,False,True,False,True,False,False
HMG,4.7,33.3,YẾU,2,5,100.0,False,False,False,False,True,False,True,False,False
HNB,12.1,33.3,YẾU,0,3,100.0,False,False,False,False,False,False,False,False,False
HPO,15.0,33.3,YẾU,2,5,500.0,False,False,False,False,True,False,True,False,False
HTL,21.7,33.3,YẾU,3,6,700.0,False,False,False,False,True,True,True,False,False
HVN,22.25,33.3,YẾU,2,5,696800.0,False,False,False,False,False,True,False,False,True
ICN,30.5,33.3,YẾU,4,7,6200.0,False,False,False,True,True,False,True,False,True
IDJ,3.8,33.3,YẾU,2,5,112300.0,False,True,False,False,True,False,False,False,False
ITS,4.0,33.3,YẾU,1,4,100.0,False,False,False,True,False,False,False,False,False
KBC,33.6,33.3,YẾU,3,6,2893800.0,True,False,True,False,True,False,False,False,False
KGM,5.6,33.3,YẾU,2,5,500.0,False,True,False,False,True,False,False,False,False
LIC,29.8,33.3,YẾU,2,5,6400.0,False,True,False,False,False,False,False,False,True
LSS,8.37,33.3,YẾU,1,4,58200.0,False,False,False,False,False,False,True,False,False
MED,18.4,33.3,YẾU,2,5,100.0,False,False,False,False,True,False,True,False,False
MKP,25.9,33.3,YẾU,2,5,6600.0,False,False,False,False,False,False,True,False,True
MLC,20.4,33.3,YẾU,1,4,0.0,False,False,False,True,False,False,False,False,False
MPC,15.9,33.3,YẾU,1,4,17000.0,False,False,False,False,False,False,True,False,False
MQN,19.1,33.3,YẾU,3,6,2000.0,True,False,True,False,False,False,False,False,True
NAU,7.0,33.3,YẾU,2,5,100.0,False,False,False,False,True,False,True,False,False
NBC,9.0,33.3,YẾU,0,3,27500.0,False,False,False,False,False,False,False,False,False
NBE,9.7,33.3,YẾU,0,3,700.0,False,False,False,False,False,False,False,False,False
NJC,13.2,33.3,YẾU,1,4,100.0,False,True,False,False,False,False,False,False,False
NQN,12.0,33.3,YẾU,2,5,200.0,False,False,False,False,True,False,True,False,False
NTF,12.0,33.3,YẾU,2,5,100.0,False,False,False,False,True,False,True,False,False
NTL,16.0,33.3,YẾU,1,4,387800.0,True,False,False,False,False,False,False,False,False
NTW,19.8,33.3,YẾU,2,5,200.0,False,False,False,False,True,False,True,False,False
PAS,2.7,33.3,YẾU,1,4,4200.0,False,True,False,False,False,False,False,False,False
PCM,15.1,33.3,YẾU,0,3,100.0,False,False,False,False,False,False,False,False,False
PGV,23.9,33.3,YẾU,2,5,3200.0,False,False,False,True,False,False,True,False,False
PHN,60.0,33.3,YẾU,2,5,600.0,False,False,False,False,False,False,True,False,True
PHS,9.6,33.3,YẾU,1,4,600.0,False,False,False,False,False,False,True,False,False
PIC,15.4,33.3,YẾU,2,5,300.0,False,False,False,False,True,False,True,False,False
PMT,6.7,33.3,YẾU,2,5,200.0,False,False,False,False,True,False,True,False,False
POV,7.7,33.3,YẾU,2,5,14500.0,False,True,False,False,False,False,False,False,True
PPC,9.89,33.3,YẾU,3,6,433000.0,False,True,False,False,True,False,False,False,True
PPH,27.6,33.3,YẾU,2,5,19300.0,True,False,False,False,False,False,False,False,True
PPT,15.5,33.3,YẾU,1,4,182400.0,False,True,False,False,False,False,False,False,False
PRC,11.4,33.3,YẾU,1,4,300.0,False,False,False,False,True,False,False,False,False
PSB,5.4,33.3,YẾU,2,5,38600.0,False,True,False,False,False,False,False,False,True
PSL,10.0,33.3,YẾU,1,4,1000.0,False,False,False,True,False,False,False,False,False
PVB,27.2,33.3,YẾU,1,4,69700.0,False,True,False,False,False,False,False,False,False
PVT,22.1,33.3,YẾU,1,4,3949600.0,True,False,False,False,False,False,False,False,False
PXA,0.8,33.3,YẾU,4,7,62600.0,True,False,True,False,True,False,False,False,True
PXT,1.6,33.3,YẾU,2,5,100.0,False,False,False,False,True,False,True,False,False
QCC,21.0,33.3,YẾU,1,4,400.0,True,False,False,False,False,False,False,False,False
QSP,25.0,33.3,YẾU,3,6,500.0,True,False,False,False,True,False,False,False,True
SAC,12.1,33.3,YẾU,1,4,100.0,False,False,False,False,False,False,True,False,False
SAS,36.3,33.3,YẾU,1,4,5800.0,False,True,False,False,False,False,False,False,False
SBS,5.0,33.3,YẾU,1,4,169800.0,False,False,False,False,False,True,False,False,False
SGB,12.2,33.3,YẾU,2,5,6900.0,False,False,False,False,True,False,True,False,False
SGP,24.2,33.3,YẾU,1,4,51600.0,False,False,False,False,False,False,True,False,False
SHA,3.94,33.3,YẾU,1,4,2200.0,False,False,False,False,False,True,False,False,False
SII,16.0,33.3,YẾU,1,4,100.0,False,False,False,False,False,False,True,False,False
SJS,56.7,33.3,YẾU,3,6,32800.0,True,False,True,False,True,False,False,False,False
SSI,28.3,33.3,YẾU,1,4,14968800.0,False,False,False,True,False,False,False,False,False
STD,6.9,33.3,YẾU,2,5,400.0,False,False,False,False,True,False,True,False,False
STK,13.0,33.3,YẾU,3,6,17500.0,False,False,False,False,True,False,True,False,True
STP,7.5,33.3,YẾU,1,4,1800.0,False,False,False,False,False,False,False,False,True
TCH,16.95,33.3,YẾU,1,4,8575100.0,True,False,False,False,False,False,False,False,False
TDT,7.6,33.3,YẾU,4,7,65100.0,True,False,True,False,True,False,False,False,True
TMS,39.9,33.3,YẾU,3,6,4100.0,False,False,False,False,True,True,False,False,True
TNH,10.1,33.3,YẾU,2,5,200200.0,False,False,False,False,True,False,False,False,True
TPC,11.05,33.3,YẾU,2,5,100.0,False,False,False,False,True,False,True,False,False
TRV,13.0,33.3,YẾU,1,4,4500.0,False,False,False,False,False,False,True,False,False
TSD,4.6,33.3,YẾU,0,3,100.0,False,False,False,False,False,False,False,False,False
TTF,2.58,33.3,YẾU,2,5,430900.0,False,False,False,False,False,True,True,False,False
TVM,7.2,33.3,YẾU,2,5,200.0,False,False,False,False,True,False,True,False,False
VCG,22.05,33.3,YẾU,2,5,14313200.0,True,False,False,False,False,False,False,False,True
VCX,7.4,33.3,YẾU,2,5,100.0,False,False,False,False,True,True,False,False,False
VEA,33.5,33.3,YẾU,2,5,203700.0,True,False,False,False,True,False,False,False,False
VIG,4.5,33.3,YẾU,2,5,37500.0,False,False,False,False,True,False,True,False,False
VIN,15.3,33.3,YẾU,1,4,100.0,False,False,False,False,False,True,False,False,False
VLG,8.1,33.3,YẾU,0,3,200.0,False,False,False,False,False,False,False,False,False
VMD,14.4,33.3,YẾU,1,4,300.0,False,False,False,False,False,False,True,False,False
VMG,2.4,33.3,YẾU,1,4,1600.0,False,False,False,False,False,False,True,False,False
VTQ,6.0,33.3,YẾU,0,3,100.0,False,False,False,False,False,False,False,False,False
VWS,15.0,33.3,YẾU,2,5,1000.0,False,False,False,False,True,False,True,False,False
ABS,2.83,27.8,RẤT YẾU,2,6,221100.0,False,True,False,False,False,False,False,False,True
ANT,33.5,27.8,RẤT YẾU,1,5,8300.0,False,False,False,False,False,False,True,False,False
APF,48.0,27.8,RẤT YẾU,2,6,7600.0,False,False,False,False,True,True,False,False,False
BBH,9.8,27.8,RẤT YẾU,2,6,2700.0,False,False,False,False,False,False,True,False,True
BBT,11.9,27.8,RẤT YẾU,1,5,2400.0,False,False,False,False,False,False,False,False,True
BGW,16.0,27.8,RẤT YẾU,1,5,1000.0,False,False,False,False,True,False,False,False,False
BMC,13.1,27.8,RẤT YẾU,2,6,18200.0,False,False,False,False,True,True,False,False,False
BQB,3.7,27.8,RẤT YẾU,1,5,300.0,False,False,False,False,False,True,False,False,False
BTN,2.6,27.8,RẤT YẾU,2,6,26200.0,False,False,False,False,False,False,True,False,True
BTU,15.0,27.8,RẤT YẾU,0,4,100.0,False,False,False,False,False,False,False,False,False
CAT,14.2,27.8,RẤT YẾU,1,5,28700.0,False,False,False,True,False,False,False,False,False
CDO,1.5,27.8,RẤT YẾU,2,6,54400.0,False,True,False,False,True,False,False,False,False
CDP,13.8,27.8,RẤT YẾU,0,4,1000.0,False,False,False,False,False,False,False,False,False
CEO,17.0,27.8,RẤT YẾU,1,5,8303600.0,True,False,False,False,False,False,False,False,False
CII,18.45,27.8,RẤT YẾU,1,5,12520800.0,True,False,False,False,False,False,False,False,False
CMV,7.78,27.8,RẤT YẾU,2,6,300.0,False,False,False,False,True,False,True,False,False
CNG,23.0,27.8,RẤT YẾU,0,4,15300.0,False,False,False,False,False,False,False,False,False
CSV,26.2,27.8,RẤT YẾU,0,4,240700.0,False,False,False,False,False,False,False,False,False
CTS,26.85,27.8,RẤT YẾU,1,5,495400.0,False,False,False,True,False,False,False,False,False
DCS,0.8,27.8,RẤT YẾU,3,7,676300.0,False,False,False,False,True,False,True,False,True
DDH,4.3,27.8,RẤT YẾU,1,5,100.0,False,False,False,False,True,False,False,False,False
DIH,9.0,27.8,RẤT YẾU,2,6,4600.0,False,False,False,False,False,True,False,False,True
DTA,3.49,27.8,RẤT YẾU,1,5,10800.0,False,True,False,False,False,False,False,False,False
FCM,3.15,27.8,RẤT YẾU,2,6,17700.0,False,False,False,False,True,False,True,False,False
FPT,71.9,27.8,RẤT YẾU,3,7,13444300.0,False,False,False,False,True,False,True,False,True
GGG,2.0,27.8,RẤT YẾU,1,5,5000.0,False,False,False,False,False,False,True,False,False
GLT,31.9,27.8,RẤT YẾU,1,5,800.0,True,False,False,False,False,False,False,False,False
HAF,17.8,27.8,RẤT YẾU,1,5,200.0,False,False,False,False,True,False,False,False,False
HAM,45.0,27.8,RẤT YẾU,1,5,500.0,False,False,False,False,True,False,False,False,False
HID,4.39,27.8,RẤT YẾU,1,5,421900.0,False,False,False,False,False,False,True,False,False
HMD,16.5,27.8,RẤT YẾU,1,5,1000.0,False,False,False,False,False,False,True,False,False
HPA,37.6,27.8,RẤT YẾU,1,5,56500.0,False,False,False,True,False,False,False,False,False
HPI,17.6,27.8,RẤT YẾU,0,4,100.0,False,False,False,False,False,False,False,False,False
HTC,37.2,27.8,RẤT YẾU,2,6,5200.0,True,False,False,False,True,False,False,False,False
ICI,8.5,27.8,RẤT YẾU,0,4,300.0,False,False,False,False,False,False,False,False,False
IDV,22.8,27.8,RẤT YẾU,1,5,5700.0,False,True,False,False,False,False,False,False,False
IME,45.0,27.8,RẤT YẾU,1,5,100.0,False,False,False,False,False,False,False,False,True
IRC,4.7,27.8,RẤT YẾU,2,6,3200.0,False,False,False,False,True,False,False,False,True
IVS,6.5,27.8,RẤT YẾU,2,6,11800.0,False,False,False,False,True,True,False,False,False
KHG,5.36,27.8,RẤT YẾU,2,6,5312900.0,False,False,False,False,True,True,False,False,False
KHP,10.45,27.8,RẤT YẾU,1,5,15900.0,False,False,False,False,True,False,False,False,False
KVC,1.2,27.8,RẤT YẾU,2,6,129700.0,False,False,False,False,True,True,False,False,False
MDC,9.6,27.8,RẤT YẾU,2,6,5100.0,False,True,False,False,True,False,False,False,False
MTP,13.1,27.8,RẤT YẾU,2,6,5350.0,False,False,False,False,False,False,True,False,True
NSH,5.2,27.8,RẤT YẾU,2,6,198000.0,True,False,False,False,True,False,False,False,False
PCE,19.7,27.8,RẤT YẾU,0,4,100.0,False,False,False,False,False,False,False,False,False
PFL,2.1,27.8,RẤT YẾU,1,5,21200.0,False,False,False,False,True,False,False,False,False
PGB,11.5,27.8,RẤT YẾU,2,6,69800.0,False,True,False,False,False,False,False,False,True
PGD,23.3,27.8,RẤT YẾU,2,6,78500.0,False,False,False,False,False,False,True,False,True
PIA,24.6,27.8,RẤT YẾU,2,6,100.0,False,False,False,False,True,False,True,False,False
PIT,7.5,27.8,RẤT YẾU,0,4,100.0,False,False,False,False,False,False,False,False,False
PMG,6.82,27.8,RẤT YẾU,1,5,1100.0,False,False,False,False,False,True,False,False,False
PTV,5.6,27.8,RẤT YẾU,1,5,5000.0,False,False,False,False,False,True,False,False,False
PVS,38.7,27.8,RẤT YẾU,1,5,2687100.0,False,False,False,False,True,False,False,False,False
PVX,1.7,27.8,RẤT YẾU,2,6,1502300.0,False,False,False,False,True,False,True,False,False
QCG,13.65,27.8,RẤT YẾU,1,5,134500.0,True,False,False,False,False,False,False,False,False
SDA,1.5,27.8,RẤT YẾU,3,7,287200.0,False,False,False,False,True,False,True,False,True
SEP,15.0,27.8,RẤT YẾU,1,5,2000.0,False,False,False,False,False,False,False,False,True
SMN,9.2,27.8,RẤT YẾU,2,6,1500.0,False,False,False,False,True,False,True,False,False
SWC,25.2,27.8,RẤT YẾU,2,6,500.0,False,False,False,False,True,True,False,False,False
TAN,44.0,27.8,RẤT YẾU,1,5,100.0,False,False,False,False,True,False,False,False,False
TAW,13.1,27.8,RẤT YẾU,2,6,100.0,False,False,False,False,True,False,False,False,True
TCX,50.9,27.8,RẤT YẾU,1,5,903200.0,False,False,False,True,False,False,False,False,False
TDB,40.4,27.8,RẤT YẾU,2,6,1300.0,True,False,False,False,False,False,False,False,True
THG,44.1,27.8,RẤT YẾU,1,5,15300.0,False,False,False,False,False,True,False,False,False
TIX,41.0,27.8,RẤT YẾU,2,6,200.0,False,False,False,False,True,True,False,False,False
TLH,4.64,27.8,RẤT YẾU,1,5,144100.0,False,False,False,False,False,True,False,False,False
TNI,4.9,27.8,RẤT YẾU,1,5,4100.0,True,False,False,False,False,False,False,False,False
TSG,10.0,27.8,RẤT YẾU,2,6,2100.0,False,False,False,False,True,False,False,False,True
TTN,14.9,27.8,RẤT YẾU,2,6,19800.0,False,True,False,False,True,False,False,False,False
TVC,7.5,27.8,RẤT YẾU,2,6,44300.0,False,False,False,False,True,False,False,False,True
VCI,25.95,27.8,RẤT YẾU,0,4,6295800.0,False,False,False,False,False,False,False,False,False
VCS,39.2,27.8,RẤT YẾU,0,4,45200.0,False,False,False,False,False,False,False,False,False
VGL,18.5,27.8,RẤT YẾU,2,6,1800.0,False,False,False,False,True,False,False,False,True
VHH,2.4,27.8,RẤT YẾU,2,6,2600.0,False,False,False,False,True,False,False,False,True
VHL,10.5,27.8,RẤT YẾU,0,4,100.0,False,False,False,False,False,False,False,False,False
VNL,19.0,27.8,RẤT YẾU,1,5,100.0,False,False,False,False,True,False,False,False,False
VNR,20.7,27.8,RẤT YẾU,0,4,14000.0,False,False,False,False,False,False,False,False,False
VPG,3.5,27.8,RẤT YẾU,2,6,181700.0,False,False,False,True,True,False,False,False,False
VSA,19.1,27.8,RẤT YẾU,2,6,6400.0,False,True,False,False,False,False,False,False,True
VSF,24.5,27.8,RẤT YẾU,1,5,14200.0,False,False,False,False,False,True,False,False,False
VST,3.0,27.8,RẤT YẾU,1,5,20500.0,False,False,False,False,False,True,False,False,False
ACV,44.4,22.2,RẤT YẾU,2,7,770600.0,False,False,False,True,False,False,False,False,True
AMV,1.6,22.2,RẤT YẾU,2,7,267200.0,False,False,False,False,True,False,True,False,False
BCG,2.53,22.2,RẤT YẾU,3,8,14609800.0,False,False,False,False,True,False,True,False,True
BMI,14.45,22.2,RẤT YẾU,3,8,586000.0,False,False,False,False,True,False,True,False,True
BSI,34.95,22.2,RẤT YẾU,0,5,174100.0,False,False,False,False,False,False,False,False,False
BVH,66.0,22.2,RẤT YẾU,3,8,1406600.0,False,False,False,False,True,False,True,False,True
CAP,44.3,22.2,RẤT YẾU,2,7,10000.0,False,False,False,False,True,True,False,False,False
CEN,1.6,22.2,RẤT YẾU,1,6,10300.0,False,False,False,False,True,False,False,False,False
CFV,17.2,22.2,RẤT YẾU,2,7,400.0,False,False,False,False,False,False,True,False,True
CLX,14.8,22.2,RẤT YẾU,0,5,38000.0,False,False,False,False,False,False,False,False,False
CMM,17.1,22.2,RẤT YẾU,1,6,100.0,False,False,False,False,True,False,False,False,False
CMX,5.92,22.2,RẤT YẾU,1,6,40800.0,False,False,False,False,True,False,False,False,False
CTP,6.3,22.2,RẤT YẾU,0,5,39200.0,False,False,False,False,False,False,False,False,False
DAH,2.73,22.2,RẤT YẾU,1,6,70100.0,False,False,False,False,True,False,False,False,False
DAS,10.0,22.2,RẤT YẾU,2,7,1200.0,False,False,False,False,True,False,False,False,True
DAT,8.1,22.2,RẤT YẾU,1,6,2300.0,False,False,False,False,False,False,False,False,True
DDV,26.0,22.2,RẤT YẾU,1,6,296500.0,False,False,False,False,True,False,False,False,False
DPM,25.85,22.2,RẤT YẾU,1,6,2547400.0,False,False,False,False,True,False,False,False,False
DST,4.6,22.2,RẤT YẾU,1,6,25800.0,False,False,False,False,True,False,False,False,False
FTM,0.5,22.2,RẤT YẾU,2,7,212300.0,False,False,False,False,True,False,False,False,True
FTS,26.5,22.2,RẤT YẾU,2,7,613200.0,False,False,False,True,True,False,False,False,False
GEG,14.3,22.2,RẤT YẾU,1,6,480000.0,False,False,False,False,True,False,False,False,False
GHC,26.9,22.2,RẤT YẾU,2,7,1700.0,False,False,False,True,True,False,False,False,False
HAR,3.42,22.2,RẤT YẾU,0,5,143400.0,False,False,False,False,False,False,False,False,False
HAT,30.5,22.2,RẤT YẾU,1,6,100.0,False,False,False,False,True,False,False,False,False
HBS,4.0,22.2,RẤT YẾU,1,6,15400.0,False,False,False,False,True,False,False,False,False
HDG,25.1,22.2,RẤT YẾU,2,7,2618500.0,False,False,False,False,True,False,False,False,True
HEC,63.0,22.2,RẤT YẾU,2,7,3000.0,False,False,False,False,True,False,False,False,True
HMS,34.5,22.2,RẤT YẾU,0,5,1600.0,False,False,False,False,False,False,False,False,False
HUT,15.9,22.2,RẤT YẾU,0,5,1455600.0,False,False,False,False,False,False,False,False,False
HWS,14.9,22.2,RẤT YẾU,2,7,21500.0,False,False,False,False,True,False,False,False,True
KSF,80.0,22.2,RẤT YẾU,2,7,22700.0,False,False,False,False,True,False,True,False,False
LIX,30.2,22.2,RẤT YẾU,1,6,27100.0,False,False,False,False,True,False,False,False,False
MCH,130.8,22.2,RẤT YẾU,1,6,101100.0,False,False,False,False,False,False,True,False,False
NBB,17.5,22.2,RẤT YẾU,2,7,26400.0,False,False,False,False,True,False,False,False,True
OIL,14.2,22.2,RẤT YẾU,1,6,2196900.0,False,False,False,False,True,False,False,False,False
PDV,9.19,22.2,RẤT YẾU,1,6,18700.0,False,False,False,False,True,False,False,False,False
PJT,8.35,22.2,RẤT YẾU,1,6,2300.0,False,False,False,False,False,False,False,False,True
